"Story","Title","Result","Date","Stability","Duration (s)"
"Landing Page test","Verify user is able to click and navigate to the menu item ""Parts""","SUCCESS","2021-04-17T15:23:03.724349+05:30[Asia/Kolkata]","0.0","38.58"
